date,DStv Stream,Download,Mr Price,Makro,Microsoft,Apple,Samsung,computer,laptop,monitor stand
2019-03-20,0,90,24,50,13,32,57,27,46,0
2019-03-21,0,85,25,48,11,29,65,14,54,0
2019-03-22,0,87,26,40,9,30,68,19,48,0
2019-03-23,0,88,22,30,11,29,65,17,43,0
2019-03-24,0,88,19,31,9,23,60,19,36,0
2019-03-25,0,83,29,32,14,47,65,23,44,0
2019-03-26,0,94,27,38,15,47,64,28,46,0
2019-03-27,0,92,29,47,12,34,73,21,51,0
2019-03-28,2,93,32,32,15,34,66,24,50,0
2019-03-29,0,100,28,35,12,37,71,16,38,0
2019-03-30,0,92,29,30,10,30,61,19,39,0
2019-03-31,0,77,24,32,8,39,63,15,48,0
2019-04-01,0,87,24,29,12,31,70,21,41,0
2019-04-02,0,76,25,26,14,26,69,23,47,0
2019-04-03,0,92,27,26,13,27,71,25,46,0
2019-04-04,0,91,26,24,14,33,68,27,46,0
2019-04-05,0,90,25,28,12,30,66,22,45,0
2019-04-06,0,83,27,31,7,25,66,14,35,0
2019-04-07,0,81,21,29,6,38,66,16,40,0
2019-04-08,0,84,28,27,13,28,65,25,40,0
2019-04-09,0,85,25,26,12,32,63,30,42,0
2019-04-10,0,84,26,27,12,30,72,26,43,0
2019-04-11,0,92,28,24,14,28,70,26,47,0
2019-04-12,0,89,25,25,11,28,68,19,49,0
2019-04-13,0,82,24,25,8,37,65,21,37,0
2019-04-14,0,77,20,27,6,36,66,23,44,0
2019-04-15,0,87,25,28,14,29,64,25,40,0
2019-04-16,0,77,27,29,14,26,68,20,38,0
2019-04-17,0,90,22,25,11,29,69,24,39,0
2019-04-18,0,94,23,28,9,24,65,18,39,0
2019-04-19,0,93,23,37,6,33,68,14,40,0
2019-04-20,0,82,25,30,8,25,65,7,36,0
2019-04-21,0,82,19,24,8,32,66,20,46,0
2019-04-22,0,85,28,28,8,30,82,19,45,0
2019-04-23,0,88,26,26,12,30,78,21,37,0
2019-04-24,0,91,28,28,12,27,64,28,44,0
2019-04-25,0,92,30,30,12,31,69,23,45,0
2019-04-26,0,90,32,30,10,28,72,25,53,0
2019-04-27,0,91,27,30,7,28,79,13,40,0
2019-04-28,0,84,26,27,7,31,75,18,33,0
2019-04-29,0,88,26,29,11,26,74,21,46,0
2019-04-30,0,90,26,34,11,33,71,23,44,0
2019-05-01,0,87,27,40,11,32,73,16,49,0
2019-05-02,0,85,27,28,12,23,69,22,39,0
2019-05-03,0,91,27,29,11,28,64,19,43,0
2019-05-04,0,85,22,24,7,22,68,15,31,0
2019-05-05,0,86,21,26,8,24,74,17,36,0
2019-05-06,0,85,24,24,13,28,72,23,40,0
2019-05-07,0,92,23,24,11,22,76,17,34,0
2019-05-08,0,79,24,27,10,26,70,18,44,0
2019-05-09,0,71,25,23,13,23,61,16,36,0
2019-05-10,0,85,24,25,11,27,65,21,42,0
2019-05-11,0,79,20,25,8,31,73,17,35,0
2019-05-12,0,76,18,21,7,25,67,16,36,0
2019-05-13,0,87,27,22,13,24,61,23,45,0
2019-05-14,0,90,22,27,13,30,73,27,47,0
2019-05-15,0,91,24,28,13,31,69,24,41,0
2019-05-16,0,89,26,27,14,29,65,25,44,0
2019-05-17,0,95,19,31,12,29,72,23,38,0
2019-05-18,0,80,21,27,9,30,75,12,40,0
2019-05-19,0,85,24,22,9,29,72,18,46,0
2019-05-20,0,89,26,26,13,23,75,26,42,0
2019-05-21,0,90,25,27,14,31,80,21,43,0
2019-05-22,0,87,28,28,12,35,95,20,42,0
2019-05-23,0,89,31,33,12,27,85,22,44,0
2019-05-24,0,89,29,32,12,28,83,20,47,0
2019-05-25,0,89,30,31,8,31,84,17,36,0
2019-05-26,0,76,26,25,8,26,75,17,40,0
2019-05-27,0,85,30,28,12,29,86,20,45,0
2019-05-28,0,76,32,27,10,29,85,26,46,0
2019-05-29,0,87,30,28,12,28,79,23,51,0
2019-05-30,0,79,32,26,12,31,80,20,44,0
2019-05-31,0,83,30,27,13,33,74,19,36,0
2019-06-01,0,83,26,25,8,32,79,16,38,0
2019-06-02,0,84,27,27,7,31,82,10,35,0
2019-06-03,0,85,30,24,12,39,82,22,42,0
2019-06-04,0,85,26,23,11,52,76,21,44,0
2019-06-05,0,89,26,25,10,48,85,25,40,0
2019-06-06,0,91,25,24,12,44,75,24,42,0
2019-06-07,0,88,25,23,10,31,82,15,38,0
2019-06-08,0,87,24,25,7,33,80,17,40,0
2019-06-09,0,79,25,24,10,43,75,21,33,0
2019-06-10,0,92,28,26,11,31,82,21,50,0
2019-06-11,0,86,24,23,12,28,75,20,44,0
2019-06-12,0,89,25,23,16,33,86,16,47,0
2019-06-13,0,96,29,28,11,26,80,23,42,0
2019-06-14,0,94,25,26,11,33,84,19,39,0
2019-06-15,0,86,25,28,6,26,81,17,38,0
2019-06-16,0,88,23,24,5,35,92,17,30,0
2019-06-17,0,83,28,26,8,33,71,17,36,0
2019-06-18,0,91,27,25,11,28,88,17,44,0
2019-06-19,0,86,31,25,12,26,77,21,45,0
2019-06-20,0,95,28,26,13,26,78,20,41,0
2019-06-21,0,83,29,28,11,23,77,11,37,0
2019-06-22,0,86,23,31,5,28,79,13,39,0
2019-06-23,0,76,28,25,7,32,82,14,38,0
2019-06-24,0,89,32,29,11,27,74,16,48,0
2019-06-25,0,90,34,38,12,31,81,18,41,0
2019-06-26,0,83,30,33,11,28,91,16,46,0
2019-06-27,0,90,32,34,10,30,90,22,43,0
2019-06-28,0,90,29,34,10,24,76,17,40,0
2019-06-29,0,83,27,33,5,32,76,14,41,0
2019-06-30,0,80,28,24,7,29,84,18,42,0
